都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険の通常の指定基準を満たしている,障害福祉の通常の指定基準を満たしている,備考
402052,40B1800018,福岡県,飯塚市,医療法人社団　親和会　共立病院介護医療院,イリョウホウジンシャダン　シンワカイ　キョウリツビョウインカイゴイリョウイン,介護医療院,福岡県飯塚市横田770番地3,,33.649311600000000,130.668111000000000,0948-22-0725,0948-28-9137,8290005008003,医療法人社団親和会,40B1800018,,,0,http://f-shinwakai.or.jp,,,,
402079,40B2000014,福岡県,柳川市,金子病院介護医療院,カネコビョウインカイゴイリョウイン,介護医療院,福岡県柳川市久々原65番地,,33.168234200000000,130.382121999999980,0944-73-3407,0944-72-3298,4290005011134,医療法人金子病院,40B2000014,,,0,http://www.kaneko－hp.or.jp,,,,
402109,40B2300018,福岡県,八女市,介護医療院やひめ,カイゴイリョウインヤヒメ,介護医療院,福岡県八女市本1486,,33.229423900000010,130.582664300000000,0943-22-4176,0943-23-3552,3290005016662,医療法人八女健朋会,40B2300018,,,,https://www.yahimehp.jp/,,,,
402133,40B2600011,福岡県,行橋市,大原病院介護医療院,オオハラビョウインカイゴイリョウイン,介護医療院,福岡県行橋市宮市町２－５大原病院,大原病院,33.729841200000020,130.972534500000000,0930－23－2345,0930－22－6206,1290805006369,医療法人起生会,40B2600011,,,0,www.kisei-kai.net/,,,,
402168,40B2900031,福岡県,小郡市,みらい介護医療院,ミライカイゴイリョウイン,介護医療院,福岡県小郡市山隈字弥八郎273番地11,,33.408245800000000,130.597712700000000,0942-73-0011,0942-73-0014,1290005009734,社会医療法人天神会,40B2900031,,,,"https://www.tenjinkai.or,jp",,,,
402168,40B2900015,福岡県,小郡市,聖和記念病院　介護医療院,セイワキネンビョウイン　カイゴイリョウイン,介護医療院,小郡市津古1470-1,,33.444998600000000,130.566663800000010,0942-75-1230,0942-75-7516,5290005010606,医療法人せいわ会,40B2900015,,,,https://www.seiwa-kai.com,,,,
402192,40B3200019,福岡県,大野城市,医療法人同仁会　おとがね介護医療院,イリョウホウジンドウジンカイ　オトガネカイゴイリョウイン,介護医療院,福岡県大野城市乙金東4丁目12番1号おとかね介護医療院,おとかね介護医療院,33.557335000000020,130.500844200000000,092-503-7070,092-503-7855,4290005006695,医療法人同仁会,40B3200019,,,54,https://www.otogane.or.jp/,,,,
402192,40B3200027,福岡県,大野城市,医療法人つくし会病院　介護医療院,イリョウホウジンツクシカイビョウインカイゴイリョウイン,介護医療院,福岡県大野城市乙金３丁目18番20号,,33.541878700000000,130.497886800000000,092-503-2261,092-503-2474,8290005006717,医療法人つくし会病院,40B3200027,,,,https://tsukushi-kai.com/,,,,
402206,40B3300017,福岡県,宗像市,医療法人光洋会　赤間病院　介護医療院,イリョウホウジンコウヨウカイ　アカマビョウイン　カイゴイリョウイン,介護医療院,福岡県宗像市石丸一丁目6番7号,,33.805117700000004,130.594763000000000,0940-39-3870,0940-33-5957,5290005005696,医療法人光洋会,40B3300017,,,0,https://www.akama-hp.or.jp/,,,,
402214,40B3400015,福岡県,太宰府市,水城病院　介護医療院,ミズキビョウイン　カイゴイリョウイン,介護医療院,福岡県太宰府市通古賀3丁目10番1号,,33.511580200000000,130.506553299999950,092-922-2050,092-921-2099,9290005006699,医療法人悠水会,40B3400015,,,224,https://www.mizuki.or.jp,,,,
402214,40B3400023,福岡県,太宰府市,介護医療院さくら,カイゴイリョウインサクラ,介護医療院,福岡県太宰府市坂本1丁目4番6号,,33.513942300000000,130.506481700000000,092-922-9001,092-922-0253,6290005006719,医療法人恵山会,40B3400023,,,,https://maruyamahosp.jp/,,,,
402231,40B3600010,福岡県,古賀市,北九州古賀病院介護医療院,キタキュウシュウコガビョウインカイゴイリョウイン,介護医療院,福岡県古賀市千鳥二丁目12番1号,,33.743451800000000,130.476236299999980,092－942－4131,092－943－9622,4290805000534,社会医療法人　北九州病院,40B3600010,,,120,http://www.kitakyu-hp.or.jp/contents/kitahos_koga.htm,,,,
402249,40B4500011,福岡県,福津市,東福間病院介護医療院,ヒガシフクマビョウインカイゴイリョウイン,介護医療院,福岡県福津市津丸1164番地の3,,33.772423159184015,130.505068162565640,0940-43-1311,0940-43-0773,8290005005413,医療法人社団宗正会,40B4500011,,,99,https://www.souseikai-hp.or.jp,,,,
402249,40B4500029,福岡県,福津市,医療法人静かな海の会　津屋崎中央病院　介護医療院,イリョウホウジンシズカナウミノカイ　ツヤザキチュウオウビョウイン　カイゴイリョウイン,介護医療院,福岡県福津市渡1564番地,,33.788697116832250,130.455695356483460,0940-52-0120,0940-52-0574,9290005005643,医療法人静かな海の会,40B4500029,,,0,http://www.tuyazaki-hp.jp/,,,,
402257,40B7300013,福岡県,うきは市,筑後川温泉病院介護医療院,チクゴガワオンセンビョウインカイゴイリョウイン,介護医療院,福岡県うきは市浮羽町古川1055番地筑後川温泉病院,筑後川温泉病院,33.357729500000000,130.809592300000000,0943-77-7251,0943-77-4579,3290005012983,向陽会,40B7300013,,,0,https://www.onsen-hp.or.jp,,,,
402265,40B5500010,福岡県,宮若市,有吉病院介護医療院,アリヨシビョウインカイゴイリョウイン,介護医療院,上有木397番地1,,33.761711752146410,130.623377623278740,0949-34-6077,0949-34-6085,8290805005612,医療法人笠松会,40B5500010,,,0,http://www.ariyoshi-hp.jp/,,,,
402273,40B2100012,福岡県,嘉麻市,社会保険稲築病院介護医療院いなつき,シャカイホケンイナツキビョウインカイゴイリョウインイナツキ,介護医療院,嘉麻市口春７４４番地１,,33.600444600000000,130.713401300000000,0948-42-1110,,1290005015872,一般社団法人福岡県社会保険医療協会,40B2100012,,,0,,,,,
402273,40B2100020,福岡県,嘉麻市,医療法人遊心会大塚病院　大塚病院介護医療院,イリョウホウジンユウシンカイオオツカビョウイン　オオツカビョウインカイゴイリョウイン,介護医療院,福岡県嘉麻市上山田1440番地7,,33.558189900000000,130.767362600000070,0948-52-0871,0948-52-1924,2290005008058,医療法人遊心会大塚病院,40B2100020,,,48,otsuka-hospital.jp,,,,
402303,40B3500020,福岡県,糸島市,小富士病院介護医療院,コフジビョウインカイゴイリョウイン,介護医療院,福岡県糸島市志摩久家2400番地,,33.563734600000000,130.140193900000000,092-328-2334,092-328-1322,8290005005009,医療法人八春会,40B3500020,,,0,https://www.contrive.biz/kofuji/index.html,,,,
402303,40B3500012,福岡県,糸島市,介護医療院　すみれ,カイゴイリョウイン　スミレ,介護医療院,福岡県糸島市神在西1丁目1番15号,,33.547509174438690,130.177086722090170,092-331-1165,092-331-1160,8290005005000,医療法人社団昭友会,40B3500012,,,0,http://www.itoshima.tanakaclinic.jp/,,,,
403423,40B3900014,福岡県,篠栗町,社会医療法人　北九州病院　北九州若杉病院介護医療院,シャカイイリョウホウジン　キタキュウシュウビョウイン　キタキュウシュウワカスギビョウインカイゴイリョウイン,介護医療院,福岡県糟屋郡篠栗町田中四丁目１番１号,,33.626085700000000,130.517330200000060,092-947-0511,092-947-1552,4290805000534,社会医療法人　北九州病院,40B3900014,,,0,https://www.kitakyu-hp.or.jp/wakasugi/,,,,
403423,40B3900022,福岡県,篠栗町,篠栗病院介護医療院,ササグリビョウインカイゴイリョウイン,介護医療院,福岡県糟屋郡篠栗町田中１丁目１０番１号,,33.624315999999986,130.521511999999970,092-947-0711,092-947-0715,4290005006225,医療法人井上会,40B3900022,,,,http://www.sasaguri.or.jp,,,,
403440,40B4100010,福岡県,須恵町,泰平病院介護医療院,タイヘイビョウインカイゴイリョウイン,介護医療院,福岡県糟屋郡須惠町大字新原14-7,,33.579581999999990,130.514383500000000,092-932-5881,092-934-0045,9290005006245,医療法人成雅会,40B4100010,,,60,www.taihei.or.jp,,,,
403440,40B4100028,福岡県,須恵町,水戸病院介護医療院,ミトビョウインカイゴイリョウイン,介護医療院,福岡県糟屋郡須恵町大字旅石115番地483水戸病院,水戸病院,33.584430800000000,130.496906600000000,092-935-3755,092-935-6626,3290005006226,医療法人社団　正信会,40B4100028,,,0,www.s-mito.org,,,,
403822,40B5000011,福岡県,水巻町,医療法人正周会　水巻共立病院介護医療院,イリョウホウジンセイシュウカイ　ミズマキキョウリツビョウインカイゴイリョウイン,介護医療院,福岡県遠賀郡水巻町吉田西４丁目２番１号,,33.843948700000000,130.703652600000000,093-201-1394,093-201-1345,1290805004793,医療法人正周会水巻共立病院,40B5000011,,,0,https://care-net.biz/40/seishukai/mizumaki.php,,,,
404217,40B5700016,福岡県,桂川町,嘉穂信和病院介護医療院,カホシンワビョウインカイゴイリョウイン,介護医療院,福岡県嘉穂郡桂川町大字土師２８番地,,33.574031000000000,130.698931900000000,0948-62-2788,0948-62-5355,1290005008067,医療法人信和会,40B5700016,,,,,,,,
412015,41B0100013,佐賀県,佐賀市,介護医療院　愛咲,カイゴイリョウイン　マナザシ,介護医療院,佐賀県佐賀市水ヶ江二丁目7-23,,33.249233400000000,130.308039300000020,0952-23-3720,0952-26-6964,4300005001100,医療法人正和会,41B0100013,,,0,http://www.shida-hp.com,,,,
412015,41B0100021,佐賀県,佐賀市,介護医療院　兵庫の郷,カイゴイリョウイン　ヒョウゴノサト,介護医療院,佐賀県佐賀市兵庫町大字渕4604番地1,,33.283159707750220,130.314168522688900,0952-97-6301,0952-97-6388,9300005000337,医療法人春陽会,41B0100021,,,0,http://shunyoukai.jp,,,,
412023,41B0200011,佐賀県,唐津市,宇都宮病院,ウツノミヤビョウイン,介護医療院,佐賀県唐津市厳木町本山386-1,,33.331440325676795,130.036955585705530,0955-63-2515,0955-63-2313,8300005005626,医療法人至誠堂,41B0200011,,,0,http://www.utunomiya.jp/,,,,
412040,41B0400017,佐賀県,多久市,諸隈病院介護医療院,モロクマビョウインカイゴイリョウイン,介護医療院,佐賀県多久市北多久町大字多久原２４１４－７０,,33.286297800000000,130.114350200000000,０９５２－７４－２１００,０９５２－７４－３４４５,6300005002559,医療法人剛友会,41B0400017,,,0,https://morokuma-hos.jp/,,,,
412058,41B0500030,佐賀県,伊万里市,医療法人小副川医院介護医療院,イリョウホウジンオソエガワイインカイゴイリョウイン,介護医療院,佐賀県伊万里市二里町八谷搦870番地1,,33.268526000000000,129.859225000000000,0955-22-4114,0955-22-4114,8300005004165,医療法人小副川医院,41B0500030,,,,,,,,
412058,41B0500014,佐賀県,伊万里市,医療法人　水上医院　介護医療院,イリョウホウジン　ミズカミイイン　カイゴイリョウイン,介護医療院,佐賀県伊万里市山代町立岩２６７１－１,,33.335883790202520,129.790739164418030,０９５５－２８－３７１４,０９５５－２８－３７６０,4300005004417,医療法人水上医院,41B0500014,,,0,,,,,
412066,41B0600012,佐賀県,武雄市,大野病院介護医療院,オオノビョウインカイゴイリョウイン,介護医療院,佐賀県武雄市山内町大字大野6351番地1,,33.210693700000000,129.939272100000040,0954-45-2233,0954-45-4769,3300005003320,医療法人　竜門堂,41B0600012,,,0,https;//www.ryumondo.or.jp,,,,
412104,41B2000013,佐賀県,神埼市,介護医療院和田記念病院,カイゴイリョウインワダキネンビョウイン,介護医療院,佐賀県神埼市神埼町尾崎3780,,33.328026300000000,130.347082300000000,0952-52-5521,0952-53-5567,6300005002360,医療法人久和会,41B2000013,,,,https://kyuwakai.jp/index.html,,,,
414247,41B1600011,佐賀県,江北町,古賀小児科内科病院介護医療院,コガショウニカナイカビョウインカイゴイリョウイン,介護医療院,佐賀県杵島郡江北町大字上小田280-1,,33.225913199999990,130.144954299999970,0952-86-2533,0952-86-4184,3300005003502,栄寿会　古賀小児科内科医院,41B1600011,,,0,https://eijyukai-saga.jp,,,,
414255,41B1600037,佐賀県,白石町,高島病院介護医療院,タカシマビョウインカイゴイリョウイン,介護医療院,佐賀県杵島郡白石町大字戸ヶ里1831番地18,,33.154803300000000,130.124769600000000,0954-65-3129,0954-65-3129,6300005003417,社会医療法人祐愛会,41B1600037,,,,https://yuai-th.com,,,,
422011,42B0100020,長崎県,長崎市,介護医療院　　学び舎,カイゴイリョウイン　　マナビヤ,介護医療院,長崎県長崎市富士見町18－24長崎みどり病院　2階,長崎みどり病院　2階,32.773146700000000,129.854672000000000,095－818－0020,095－818－0026,2310005001373,医療法人　　緑風会,42B0100020,,,,,,,,
422011,42B0100038,長崎県,長崎市,介護医療院カリタス,カイゴイリョウインカリタス,介護医療院,長崎県長崎市新牧野町132番地1,,32.852614600000000,129.705057200000000,0959-25-0741,0959-25-0323,4011305000291,宗教法人カトリック・カリタス修道会,42B0100038,,,,,,,,
422029,42B0200044,長崎県,佐世保市,医療法人梶田医院介護医療院みのりの里,イリョウホウジンカジタイインカイゴイリョウインミノリノサト,介護医療院,佐世保市南風崎町133-2介護医療院みのりの里,介護医療院みのりの里,33.086793800000000,129.805777200000000,0956-59-2818,0956-59-2832,3310005002412,医療法人　梶田医院　介護医療院　みのりの里,42B0200044,,,0,,,,,
422029,42B0200028,長崎県,佐世保市,医療法人誠愛会　佐世保記念病院　介護医療院,イリョウホウジンセイアイカイ　サセボキネンビョウイン　カイゴイリョウイン,介護医療院,長崎県佐世保市鹿子前町１０４番地,,33.156725900000000,129.683203999999930,0956-28-1111,0956-28-1114,4310005002436,医療法人誠愛会,42B0200028,,,,http://seiaikai-group.or.jp,,,,
422029,42B0200036,長崎県,佐世保市,最勝寺内科医院　介護医療院,サイショウジナイカイイン　カイゴイリョウイン,介護医療院,長崎県佐世保市光町1-18,,33.207028800000000,129.651701700000000,0956-47-2613,0956-47-7528,,,42B0200036,,,0,saishoji_iin_clin@yahoo.co.jp,,,,
422029,42B0200010,長崎県,佐世保市,特定医療法人雄博会　千住介護医療院,トクテイイリョウホウジンユウハクカイ　センジュウカイゴイリョウイン,介護医療院,長崎県佐世保市宮地町5番5号,,33.174361600000000,129.722272999999970,0956-24-1010,0956-24-1015,2310005002330,特定医療法人雄博会,42B0200010,,,,http://www.1010hosp.or.jp/,,,,
422037,42B0300018,長崎県,島原市,介護医療院　リハサポート,カイゴイリョウイン　リハサポート,介護医療院,長崎県島原市湖南町6893-2,,32.778264500000000,130.368311600000000,0957-62-5161,0957-64-3675,4310005005397,医療法人社団東洋会,42B0300018,,,0,toyokai-medi.jp/,,,,
422045,42B0400032,長崎県,諫早市,医療法人祐里会　あねがわ介護医療院,イリョウホウジンユウリカイ　アネガワカイゴイリョウイン,介護医療院,長崎県諫早市小野島町2378-2,,32.851037400000000,130.088434000000000,0957-24-3180,0957-24-3991,1310005004443,医療法人祐里会,42B0400032,,,38,https://anegawa‐hp.jp/,,,,
422045,42B0400016,長崎県,諫早市,介護医療院　恵愛荘,カイゴイリョウイン　ケイアイソウ,介護医療院,長崎県諫早市有喜町５９３番地１,,32.791700800000000,130.077774500000030,0957-28-6570,0957-28-6577,6310005004439,医療法人和光会,42B0400016,,,,http://uki-fukushimura.jp/keiaisou/,,,,
422045,42B0400024,長崎県,諫早市,介護医療院　からこ,カイゴイリョウイン　カラコ,介護医療院,長崎県諫早市森山町唐比西1165番地介護医療院　からこ,介護医療院　からこ,32.797081014211210,130.124302022615000,0957-36-0011,0957-36-3082,9310005004444,医療法人社団大塚会,42B0400024,,,0,http://karako-hp.jp/,,,,
422070,42B0700019,長崎県,平戸市,国民健康保険　平戸市民病院　介護医療院,コクミンケンコウホケン　ヒラドシミンビョウイン　カイゴイリョウイン,介護医療院,長崎県平戸市草積町1125番地12,,33.284360700000000,129.465428600000000,0950-28-1113,0950-28-0800,4000020422070,平戸市,42B0700019,,,13,https://hirado-municipal-hospital.com/,,,,
422088,42B0800017,長崎県,松浦市,医療法人長愛会　菊地病院介護医療院,イリョウホウジンチョウアイカイ　キクチビョウインカイゴイリョウイン,介護医療院,長崎県松浦市志佐町浦免１７６５－４４階,４階,33.341343218506380,129.704871592065400,0956-72-0151,0956-72-2962,7310005006392,長愛会,42B0800017,,,40,http://www.kikuchi-hp.com,,,,
422142,42B2500011,長崎県,南島原市,医療法人　弘池会　介護医療院くちのつ,イリョウホウジン　コウチカイ　カイゴイリョウインクチノツ,介護医療院,長崎県南島原市口之津町丁5615,,32.610770100000000,130.194165600000000,0957-86-2200,0957-86-5070,2310005005408,医療法人弘池会,42B2500011,,,,http://ｗｗｗ.kouchikai.com,,,,
431010,43B0100185,熊本県,熊本市中央区,表参道吉田病院　介護医療院,オモテサンドウヨシダビョウイン　カイゴイリョウイン,介護医療院,熊本市中央区北千反畑町2-5,,32.809054000000000,130.716026500000000,096-343-6161,096-343-6170,5330005001146,医療法人起生会,43B0100185,,,0,http：//www.kiseikai.or.jp,,,,
431010,43B0100219,熊本県,熊本市中央区,九州記念病院介護医療院,キュウシュウキネンビョウインカイゴイリョウイン,介護医療院,水前寺公園3-38,,32.790960300000000,130.731698500000000,096-383-2121,096-381-9235,3330005001123,医療法人社団岡山会,43B0100219,,,,htttp://kkh.jp/,,,,
431028,43B0100011,熊本県,熊本市東区,介護医療院　くまもと成仁病院,カイゴイリョウイン　クマモトセイジンビョウイン,介護医療院,熊本県熊本市東区戸島2丁目3番15号,,32.816730600000000,130.792857799999980,096-380-7011,096-380-9223,2330005001272,医療法人成仁会,43B0100011,,,0,http://seijin-kumamoto.or.jp,,,,
431028,43B0100029,熊本県,熊本市東区,介護医療院心ほか,カイゴイリョウインシンホカ,介護医療院,新外3丁目9番1号,,32.797922500000010,130.763196800000060,096-285-6225,096-285-6224,5330005001204,医療法人弘生会,43B0100029,,,29,http://www.honjyo-hp.jp,,,,
431028,43B0100102,熊本県,熊本市東区,悠愛病院　介護医療院,ユウアイビョウイン　カイゴイリョウイン,介護医療院,画図町下無田1139,,32.756733000000000,130.734993000000000,096-378-3355,096-378-3572,6330005001368,医療法人社団悠愛会,43B0100102,,,0,https://www.yuuaihospital.com,,,,
431036,43B0100177,熊本県,熊本市西区,みこころ介護医療院,ミココロカイゴイリョウイン,介護医療院,熊本県熊本市西区上熊本2丁目１１－２４,,32.812944000000000,130.699932800000000,096-352-7181,096-352-7184,6140005018745,社会福祉法人聖嬰会,43B0100177,,,0,https://www.mikokorohp.com/,,,,
431036,43B0100144,熊本県,熊本市西区,介護医療院せいじの,カイゴイリョウインセイジノ,介護医療院,熊本市西区島崎2丁目22番15号,,32.807875300000000,130.691704400000000,096-354-1731,096-354-1736,7330005001144,医療法人金澤会,43B0100144,,,0,https://www.seijino.or.jp/,,,,
431036,43B0100136,熊本県,熊本市西区,末次介護医療院,スエツグカイゴイリョウイン,介護医療院,熊本県熊本市西区上高橋２丁目１３番６号,,32.786185400000000,130.656528900000000,096-329-4755,096-329-1876,3330005001932,セントラルファイブ,43B0100136,,,,https://suetsugu-naika.com,,,,
431044,43B0100128,熊本県,熊本市南区,介護医療院あきた,カイゴイリョウインアキタ,介護医療院,熊本県熊本市南区会富町１１２０,,32.752680800000000,130.653648400000000,096-227-1611,096-227-2971,8330005001366,医療法人むすびの森,43B0100128,,,0,http://www.akita-hospital.or.jp,,,,
431044,43B0100045,熊本県,熊本市南区,介護医療院　ゆずりは,カイゴイリョウイン　ユズリハ,介護医療院,熊本県熊本市南区城南町高1099番地,,32.734193700000000,130.708387600000040,0964-28-6311,0964-28-6313,7330005005467,医療法人社団誠心会,43B0100045,,,72,http://yuzuriha-k.or.jp/,,,,
431044,43B0100151,熊本県,熊本市南区,小林病院　介護医療院,コバヤシビョウイン　カイゴイリョウイン,介護医療院,熊本県熊本市南区城南町隈庄574,,32.703772578708060,130.729223544844070,0964-28-2025,0964-28-5342,1330005005464,医療法人小林会,43B0100151,,,0,http://www.k-group.jp/kobayashihp/index.html,,,,
431052,43B0100086,熊本県,熊本市北区,介護医療院　ひらた苑,カイゴイリョウイン　ヒラタエン,介護医療院,熊本県熊本市北区植木町平原２２１番地,,32.921963000000010,130.654431300000000,096-272-5486,096-272-5488,8330005003478,医療法人社団東洋会,43B0100086,,,,https://www.touyoukai.com/hirataen,,,,
431052,43B0100094,熊本県,熊本市北区,寺尾病院介護医療院,テラオビョウインカイゴイリョウイン,介護医療院,熊本市北区小糸山町759,,32.892898942022580,130.693310320901530,096-272-0601,096-273-2759,4330005001270,医療法人寺尾会,43B0100094,,,42,http://www.terao.or.jp,,,,
431052,43B0100060,熊本県,熊本市北区,菊南病院介護医療院,キクナンビョウイン　カイゴイリョウイン,介護医療院,熊本県熊本市北区鶴羽田3丁目1-53,,32.858831800000000,130.726866700000000,096-344-1711,096-344-1726,7330005001342,医療法人室原会,43B0100060,,,,http://www.kikunan-hospital.com,,,,
431052,43B0100193,熊本県,熊本市北区,くまもと成城介護医療院,クマモトセイジョウカイゴイリョウイン,介護医療院,熊本市北区室園町10番17号,,32.823654800000000,130.723263000000000,096-344-3311,096-344-3312,5330005001377,医療法人山部会,43B0100193,,,0,https://www.k-seijo.or.jp/,,,,
431052,43B0100078,熊本県,熊本市北区,介護医療院はくあい,カイゴイリョウインハクアイ,介護医療院,熊本県熊本市北区楠６丁目６番６０号,,32.850553600000000,130.763008400000000,096-338-7117,096-338-7116,1330005001109,医療法人社団上野会,43B0100078,,,0,https://uenokai.com,,,,
431052,43B0100110,熊本県,熊本市北区,八景水谷クリニック介護医療院,ハケミヤクリニックカイゴイリョウイン,介護医療院,熊本県熊本市北区八景水谷1丁目31番16号,,32.850666900000000,130.724975200000000,096-344-8811,096-344-4203,3330005001115,医療法人社団大塚メディカル,43B0100110,,,,http://www.hakemiya.com/dr.html,,,,
431052,43B0100169,熊本県,熊本市北区,橋本整形外科内科　介護医療院,ハシモトセイケイゲカナイカ　カイゴイリョウイン,介護医療院,熊本県熊本市北区改寄町2380-5,,32.895172200000000,130.692663700000000,096-272-0052,096-272-0056,3330005001908,医療法人裕和会,43B0100169,,,0,https：//hashimotoseikei.com/,,,,
432024,43B0200019,熊本県,八代市,八代敬仁病院　介護医療院,ヤツシロケイジンビョウイン　カイゴイリョウイン,介護医療院,熊本県八代市海士江町2817番地,,32.524344000000000,130.622778600000000,0965-34-7911,0965-33-4264,9330005005960,医療法人敬仁会,43B0200019,,,0,http://www.yatsushirokeijin.com,,,,
432024,43B0200027,熊本県,八代市,平成病院介護医療院,ヘイセイビョウインカイゴイリョウイン,介護医療院,熊本県八代市大村町720-1,,32.514518171521274,130.617277737959280,0965-32-8171,0965-32-8172,9330005005985,医療法人社団平成会,43B0200027,,,,https://heiseikai-k.or.jp/kaigoiryo,,,,
432032,43B0300025,熊本県,人吉市,医療法人朝日野会　球磨病院介護医療院,イリョウホウジンクマビョウイン　クマビョウインカイゴイリョウイン,介護医療院,上青井町170-1,,32.213153500000000,130.756796000000000,0966-24-2854,0966-22-3201,1330005001100,医療法人朝日野会,43B0300025,,,,http://www.soshundo.jp/hitoyoshi/,,,,
432032,43B0300041,熊本県,人吉市,介護医療院　人吉リハビリテーション病院,カイゴイリョウイン　ヒトヨシリハビリテーションビョウイン,介護医療院,熊本県人吉市下新町359番地,,32.215145700000000,130.769004800000000,0966246111,0966246117,4330005007730,医療法人社団同心会,43B0300041,,,18,http://oyakuen-g.or.jp,,,,
432032,43B0300017,熊本県,人吉市,外山胃腸病院　介護医療院,トヤマイチョウビョウイン　カイゴイリョウイン,介護医療院,熊本県人吉市南泉田町1番地,,32.217871000000000,130.760714199999940,0966-22-4818,0966-22-4828,2330005007550,医療法人外山胃腸病院,43B0300017,,,0,https://www.gh-toyama.or.jp/,,,,
432041,43B0400015,熊本県,荒尾市,荒尾中央病院介護医療院,アラオチュウオウビョウインカイゴイリョウイン,介護医療院,熊本県荒尾市増永1544番地1,,32.973082500000000,130.440889400000000,0968-64-1333,0968-64-1336,2330005007971,医療法人洗心会,43B0400015,,,0,https://www.senshinkai.or.jp/chuoh/,,,,
432041,43B0400023,熊本県,荒尾市,ふれあいクリニック介護医療院,フレアイクリニックカイゴイリョウイン,介護医療院,熊本県荒尾市川登1761-24,,32.986737000000000,130.433043500000000,0968-68-6565,0968-68-8288,9330005004211,医療法人社団荒尾クリニック,43B0400023,,,0,http://araoclinic.jp/kanren/fureai.php,,,,
432059,43B0500012,熊本県,水俣市,介護医療院ふちがみ,カイゴイリョウインフチガミ,介護医療院,熊本県水俣市塩浜町2番19号渕上病院,渕上病院,32.212527000000010,130.394829800000020,0966-63-6551,0966-63-5471,3330005006493,医療法人すえひろ会,43B0500012,,,0,https://www.sue-hirokai.com,,,,
432059,43B0500020,熊本県,水俣市,白梅病院介護医療院,シラウメビョウインカイゴイリョウイン,介護医療院,熊本県水俣市浜4089番地1白梅病院3階,白梅病院3階,32.230227500000010,130.413227300000000,0966-63-7575,0966-63-5995,2330005006486,医療法人　啓愛会,43B0500020,,,60,http://www.kaigocsc.co.jp/shiraume/hospital/,,,,
432059,43B0500038,熊本県,水俣市,岡部病院　介護医療院,オカベビョウイン　カイゴイリョウイン,介護医療院,熊本県水俣市桜井町3丁目3番3号,,32.207562900000000,130.398413400000000,0966-63-3311,0966-63-7011,5330005006483,医療法人岡部病院,43B0500038,,,,http://www.okabehospital.jp/,,,,
432067,43B0600010,熊本県,玉名市,介護医療院　ゆうきの里,カイゴイリョウイン　ユウキノサト,介護医療院,熊本県玉名市上小田1063番地,,32.951782500000000,130.586836500000000,0968-74-1131,0968-74-3821,4330005004100,医療法人悠紀会,43B0600010,,,0,http://www.yukikai.or.jp,,,,
432083,43B0800016,熊本県,山鹿市,医療法人至誠会保利病院介護医療院,イリョウホウジンシセイカイホリビョウインカイゴイリョウイン,介護医療院,熊本県山鹿市古閑984保利病院介護医療院　225号室・226号室,保利病院介護医療院　225号室・226号室,33.009548900000000,130.717045200000030,0968-43-1212,0968-44-5176,6330005003190,医療法人　至誠会　保利病院　介護医療院,43B0800016,,,0,ｈｏｒｉ－ｈｐ＠ｉｓｉｓ．ｏｃｎ．ｎｅ．ｊｐ,,,,
432105,43B1000020,熊本県,菊池市,介護医療院　菊池中央病院,カイゴイリョウイン　キクチチュウオウビョウイン,介護医療院,熊本県菊池市隈府４９４番地菊池中央病院４階,菊池中央病院４階,32.979629200000000,130.806920500000000,0968-25-3141,0968-25-0879,9330005003064,医療法人信岡会（社団）,43B1000020,,,0,http://www.nobuokakai@ecnet.jp,,,,
432121,43B1200018,熊本県,上天草市,宮﨑外科胃腸科医院介護医療院,ミヤザキゲカイチョウカイインカイゴイリョウイン,介護医療院,熊本県上天草市大矢野町上1519,,32.586501600000000,130.430426700000000,0964-56-0600,0964-56-5420,5330005007317,医療法人宮﨑会,43B1200018,,,12,http://www.miyazaki-gekaichoka-iin.com,,,,
432130,43B1300024,熊本県,宇城市,みずたみ医院　介護医療院,ミズタミイイン　カイゴイリョウイン,介護医療院,熊本県宇城市松橋町竹崎1115-32,,32.628179600000000,130.709990500000000,0964-32-3372,0964-46-1686,,,43B1300024,,,19,,,,,
432130,43B1300016,熊本県,宇城市,桜十字熊本宇城病院介護医療院,サクラジュウジクマモトウキビョウインカイゴイリョウイン,介護医療院,熊本県宇城市小川町北新田5,,32.598307822067550,130.704534547476300,0964-43-5566,0964-43-5565,6330005005955,医療法人熊本桜十字,43B1300016,,,0,https://www.sj-kumamoto-uki.jp/,,,,
432148,43B1400014,熊本県,阿蘇市,大阿蘇病院　介護医療院,オオアソビョウイン　カイゴイリョウイン,介護医療院,熊本県阿蘇市一の宮町宮地5833番地,,32.933064099999990,131.111704100000000,0967-22-2111,0967-22-2114,7330005005186,医療法人　社団大徳会,43B1400014,,,0,http://www.daitokukai.info/,,,,
432156,43B1500011,熊本県,天草市,ニュー天草病院介護医療院,ニューアマクサビョウインカイゴイリョウイン,介護医療院,熊本県天草市太田町2番地1,,32.449132800000000,130.198720999999980,0969－22－3191,0969－24－0391,5330005007259,医療法人　永輝会,43B1500011,,,48,http://newamakusa-hospital.com/,,,,
